album_id,album_name,artist_id,artist_name,is_famous_artist,genre_name,album_price,album_copies_available,price_band,inventory_band
111,"Songs About Jane",628,"Maroon 5",1,"Hip Hop",13.57,598,Medium,High
112,"It Won't Be Soon Before Long",628,"Maroon 5",1,Jazz,17.07,309,Premium,Medium
113,"Hands All Over",628,"Maroon 5",1,Classical,18.86,585,Premium,High
114,Overexposed,628,"Maroon 5",1,Reggae,11.93,238,Medium,Medium
115,V,628,"Maroon 5",1,Country,11.71,696,Medium,High
116,"Red Pill Blues",628,"Maroon 5",1,Blues,18.66,274,Premium,Medium
117,Jordi,628,"Maroon 5",1,Country,13.09,407,Medium,Medium
118,"Got to Be There",670,"Michael Jackson",1,Jazz,16.00,603,Premium,High
119,Ben,670,"Michael Jackson",1,Blues,16.24,499,Premium,Medium
120,"Music & Me",670,"Michael Jackson",1,Classical,12.35,488,Medium,Medium
121,"Forever, Michael",670,"Michael Jackson",1,Reggae,14.62,689,Premium,High
122,"Off the Wall",670,"Michael Jackson",1,"Hip Hop",15.02,466,Premium,Medium
123,Thriller,670,"Michael Jackson",1,Electronic,13.78,705,Medium,High
124,Bad,670,"Michael Jackson",1,Pop,17.88,290,Premium,Medium
125,Dangerous,670,"Michael Jackson",1,Electronic,19.47,367,Premium,Medium
126,HIStory,670,"Michael Jackson",1,"Hip Hop",8.21,316,Medium,Medium
127,Invincible,670,"Michael Jackson",1,Blues,15.69,341,Premium,Medium
128,"Pink Friday",725,"Nicki Minaj",1,Country,18.04,737,Premium,High
129,"Pink Friday: Roman Reloaded",725,"Nicki Minaj",1,Blues,13.52,720,Medium,High
130,"The Pinkprint",725,"Nicki Minaj",1,"Hip Hop",12.47,608,Medium,High
131,Queen,725,"Nicki Minaj",1,Electronic,9.53,462,Medium,Medium
132,"Pink Friday 2",725,"Nicki Minaj",1,Country,12.73,310,Medium,Medium
133,SOUR,734,"Olivia Rodrigo",1,Country,9.26,746,Medium,High
134,GUTS,734,"Olivia Rodrigo",1,Blues,7.76,437,Low,Medium
135,Stoney,757,"Post Malone",1,Country,11.26,618,Medium,High
136,"Beerbongs & Bentleys",757,"Post Malone",1,Blues,10.93,692,Medium,High
137,"Hollywood's Bleeding",757,"Post Malone",1,Classical,14.35,470,Premium,Medium
138,"Twelve Carat Toothache",757,"Post Malone",1,Electronic,15.22,482,Premium,Medium
139,Austin,757,"Post Malone",1,Classical,8.02,790,Medium,High
140,"Music of the Sun",793,Rihanna,1,Country,13.87,436,Medium,Medium
141,"A Girl Like Me",793,Rihanna,1,Reggae,12.19,775,Medium,High
142,"Good Girl Gone Bad",793,Rihanna,1,Reggae,14.39,698,Premium,High
143,"Rated R",793,Rihanna,1,Reggae,15.69,579,Premium,High
144,Loud,793,Rihanna,1,Blues,17.87,265,Premium,Medium
145,"Talk That Talk",793,Rihanna,1,Electronic,15.02,272,Premium,Medium
146,Unapologetic,793,Rihanna,1,Electronic,8.84,730,Medium,High
147,ANTI,793,Rihanna,1,Country,9.14,550,Medium,High
148,"In the Lonely Hour",826,"Sam Smith",1,"Hip Hop",13.71,450,Medium,Medium
149,"The Thrill of It All",826,"Sam Smith",1,Blues,19.47,480,Premium,Medium
150,"Love Goes",826,"Sam Smith",1,Blues,8.19,684,Medium,High
151,Gloria,826,"Sam Smith",1,Electronic,9.84,528,Medium,High
152,"Stars Dance",856,"Selena Gomez",1,Reggae,17.68,412,Premium,Medium
153,Revival,856,"Selena Gomez",1,Reggae,16.48,810,Premium,High
154,Rare,856,"Selena Gomez",1,Reggae,12.92,760,Medium,High
155,Handwritten,864,"Shawn Mendes",1,Country,14.74,355,Premium,Medium
156,Illuminate,864,"Shawn Mendes",1,Blues,16.55,365,Premium,Medium
157,"Shawn Mendes",864,"Shawn Mendes",1,Rock,16.75,273,Premium,Medium
158,Wonder,864,"Shawn Mendes",1,Country,15.55,308,Premium,Medium
159,OnlySee,876,Sia,1,Country,8.07,472,Medium,Medium
160,"Healing Is Difficult",876,Sia,1,Classical,8.77,265,Medium,Medium
161,"Colour the Small One",876,Sia,1,Classical,7.97,750,Low,High
162,"Some People Have Real Problems",876,Sia,1,"Hip Hop",15.25,549,Premium,High
163,"We Are Born",876,Sia,1,Electronic,8.10,540,Medium,High
164,"1000 Forms of Fear",876,Sia,1,Electronic,10.51,789,Medium,High
165,"This Is Acting",876,Sia,1,K-pop,10.23,779,Medium,High
166,"Music and Motion Picture",876,Sia,1,Country,15.02,369,Premium,Medium
167,"Reasonable Woman",876,Sia,1,Electronic,8.50,776,Medium,High
168,"Taylor Swift",915,"Taylor Swift",1,Country,8.41,547,Medium,High
169,Fearless,915,"Taylor Swift",1,Blues,12.51,524,Medium,High
170,"Speak Now",915,"Taylor Swift",1,"Hip Hop",15.80,332,Premium,Medium
171,Red,915,"Taylor Swift",1,Reggae,17.71,278,Premium,Medium
172,1989,915,"Taylor Swift",1,K-pop,11.13,750,Medium,High
173,Reputation,915,"Taylor Swift",1,Electronic,13.69,759,Medium,High
174,Lover,915,"Taylor Swift",1,Blues,8.90,750,Medium,High
175,Folklore,915,"Taylor Swift",1,K-pop,18.79,447,Premium,Medium
176,Evermore,915,"Taylor Swift",1,Electronic,13.00,487,Medium,Medium
177,Midnights,915,"Taylor Swift",1,"Hip Hop",11.72,348,Medium,Medium
178,"Please Please Me",921,"The Beatles",1,Classical,16.78,754,Premium,High
179,"With the Beatles",921,"The Beatles",1,Blues,8.20,389,Medium,Medium
180,"A Hard Day's Night",921,"The Beatles",1,Rock,17.35,559,Premium,High
181,Help!,921,"The Beatles",1,"Hip Hop",8.11,492,Medium,Medium
182,"Rubber Soul",921,"The Beatles",1,"Hip Hop",11.36,678,Medium,High
183,Revolver,921,"The Beatles",1,Electronic,11.08,789,Medium,High
184,"Sgt. Pepper's Lonely Hearts Club Band",921,"The Beatles",1,Country,11.51,664,Medium,High
185,"The Beatles (White Album) (10)** *",921,"The Beatles",1,Electronic,7.69,800,Low,High
186,"Kiss Land",922,"The Weeknd",1,Rock,19.42,728,Premium,High
187,"Beauty Behind the Madness",922,"The Weeknd",1,Reggae,8.97,386,Medium,Medium
188,Starboy,922,"The Weeknd",1,Rock,10.73,758,Medium,High
189,"After Hours",922,"The Weeknd",1,"Hip Hop",15.22,418,Premium,Medium
190,"Dawn FM",922,"The Weeknd",1,Rock,7.59,648,Low,High
191,Rodeo,956,"Travis Scott",1,Rock,18.42,283,Premium,Medium
192,"Birds in the Trap Sing McKnight",956,"Travis Scott",1,"Hip Hop",9.47,792,Medium,High
193,Astroworld,956,"Travis Scott",1,Classical,16.34,373,Premium,Medium
194,Utopia,956,"Travis Scott",1,Pop,11.99,302,Medium,Medium
195,"Mind of Mine",1000,Zayn,1,"Hip Hop",7.63,445,Low,Medium
196,"Icarus Falls",1000,Zayn,1,Classical,8.06,334,Medium,Medium
197,"Nobody Is Listening",1000,Zayn,1,Pop,16.93,462,Premium,Medium
198,"Room Under the Stairs",1000,Zayn,1,Country,13.52,729,Medium,High
199,"Wild Rooms (Memoirs)",1,"Aaron Harris",0,Pop,18.85,268,Premium,Medium
200,"Burning Hearts (Vol. II)",2,"Aaron Morgan",0,Blues,13.75,504,Medium,High
201,"Burning Paradise (Vol. I)",3,"Aaron Torres",0,Pop,6.75,183,Low,Low
202,"Frost Paths (Saga)",4,"Abigail Crane",0,Blues,17.74,365,Premium,Medium
203,"Sapphire Letters (Verse)",5,"Adam Baldwin",0,Rock,15.32,416,Premium,Medium
204,"Ashen Waves (Archives)",6,"Adam Nunez",0,Jazz,13.83,358,Medium,Medium
205,"Golden Hearts (Redux)",7,"Adam Rogers",0,Country,8.81,480,Medium,Medium
206,"Ocean Rooms (Reprise)",9,"Adrian Roberts",0,Jazz,6.79,202,Low,Medium
207,"Echo Whispers (Reprise)",10,"Alan White",0,"Hip Hop",11.81,348,Medium,Medium
208,"Fading Lights (Vol. II)",11,"Alexis Moss",0,Rock,9.35,476,Medium,Medium
209,"Midnight Echoes (Verse)",12,"Alice Miller",0,Reggae,13.79,287,Medium,Medium
210,"Fading Stories (Verse)",13,"Alicia Alvarez",0,Country,6.03,421,Low,Medium
211,"Distant Voices (Anthology)",14,"Alicia Carson",0,Electronic,14.90,275,Premium,Medium
212,"Frost Roses (Sessions)",15,"Alicia Rocha",0,Reggae,13.46,320,Medium,Medium
213,"Sacred Whispers (Verse)",16,"Alisha Diaz",0,Reggae,12.47,317,Medium,Medium
214,"Wild Roses (Archives)",17,"Allison Jacobs",0,Jazz,10.87,380,Medium,Medium
215,"Silent Paths (Archives)",18,"Amanda Combs",0,Jazz,6.66,428,Low,Medium
216,"Crimson Shadows (Saga)",19,"Amanda Hobbs",0,Country,10.50,391,Medium,Medium
217,"Blazing Paradise (Verse)",20,"Amanda Luna",0,Classical,10.53,426,Medium,Medium
218,"Hidden Temples (Diaries)",21,"Amanda Mullins",0,Classical,15.17,396,Premium,Medium
219,"Sacred Paths (Blueprint)",22,"Amanda Neal",0,Pop,8.81,192,Medium,Low
220,"Blazing Serenade (Edition)",23,"Amanda Nguyen",0,Classical,9.46,209,Medium,Medium
221,"Frost Stories (Anthology)",24,"Amanda Smith",0,Pop,19.53,210,Premium,Medium
222,"Burning Waves (Verse)",25,"Amanda Wong",0,K-pop,12.59,232,Medium,Medium
223,"Electric Horizons (Memoirs)",26,"Amber Lewis",0,Reggae,17.14,397,Premium,Medium
224,"Sapphire Rooms (Blueprint)",27,"Amber Maxwell",0,Classical,8.36,385,Medium,Medium
225,"Storm Waves (Sessions)",28,"Amber Sanchez",0,Blues,16.62,364,Premium,Medium
226,"Obsidian Paradise (Edition)",29,"Amber Smith",0,Reggae,17.05,371,Premium,Medium
227,"Broken Rhythms (Edition)",30,"Amber Woods",0,"Hip Hop",10.79,299,Medium,Medium
228,"Lunar Letters (Soundtrack)",31,"Amy Cole",0,Blues,9.06,215,Medium,Medium
229,"Crimson Paths",32,"Amy Norris",0,Blues,14.98,347,Premium,Medium
230,"Whisper Temples (Redux)",33,"Amy Turner",0,Pop,19.82,356,Premium,Medium
231,"Blazing Confessions (Anthology)",34,"Amy Wheeler",0,K-pop,14.18,185,Premium,Low
232,"Frost Dreams (Saga)",35,"Andre Avila DVM",0,"Hip Hop",18.33,193,Premium,Low
233,"Lunar Rhythms (Verse)",36,"Andre Villarreal",0,Electronic,16.62,484,Premium,Medium
234,"Neon Shadows (Vol. I)",37,"Andrea Cline",0,Rock,11.92,260,Medium,Medium
235,"Ashen Desire (Redux)",38,"Andrea Kirby",0,"Hip Hop",6.47,506,Low,High
236,"Blazing Confessions (Memoirs)",39,"Andrew Harris MD",0,Rock,19.43,363,Premium,Medium
237,"Broken Whispers (Soundtrack)",40,"Andrew Jimenez",0,Pop,7.00,508,Low,High
238,"Blazing Signals (Sessions)",41,"Andrew Johnson",0,"Hip Hop",6.93,457,Low,Medium
239,"Sapphire Waves (Saga)",42,"Andrew Martin",0,Rock,9.75,444,Medium,Medium
240,"Burning Temples (Chronicles)",43,"Andrew Thomas",0,Classical,17.80,335,Premium,Medium
241,"Whisper Shadows",44,"Andrew Webster",0,Electronic,10.20,330,Medium,Medium
242,"Distant Visions (Archives)",45,"Andrew Welch",0,Reggae,9.63,279,Medium,Medium
243,"Glass Dreams (Redux)",46,"Andrew Yates",0,Country,11.14,446,Medium,Medium
244,"Blazing Desire (Sessions)",47,"Angela Cox",0,Country,10.74,337,Medium,Medium
245,"Moonlit Letters (Chronicles)",48,"Angela Esparza",0,Electronic,17.91,199,Premium,Low
246,"Storm Horizons (Chronicles)",49,"Angela Hall",0,Rock,17.98,301,Premium,Medium
247,"Storm Hearts (Archives)",50,"Angela Krueger",0,Pop,13.62,508,Medium,High
248,"Whisper Paths (Redux)",51,"Angela Luna",0,Jazz,18.90,401,Premium,Medium
249,"Broken Lights (Verse)",52,"Angela Ortiz",0,Country,19.58,340,Premium,Medium
250,"Sacred Confessions (Redux)",53,"Angela Smith",0,Blues,18.99,356,Premium,Medium
251,"Velvet Waves (Anthology)",54,"Angelica Guerra",0,Electronic,6.44,468,Low,Medium
252,"Obsidian Hearts (Memoirs)",55,"Angelica Jimenez",0,Jazz,7.84,362,Low,Medium
253,"Moonlit Horizons (Soundtrack)",56,Anitta,1,Country,6.02,384,Low,Medium
254,"Glass Letters (Edition)",57,"Ann Mills",0,K-pop,15.30,348,Premium,Medium
255,"Midnight Horizons (Redux)",58,"Anna Dorsey",0,Classical,7.83,226,Low,Medium
256,"Broken Souls (Memoirs)",59,"Anna Morton",0,K-pop,13.55,421,Medium,Medium
257,"Frost Serenade (Redux)",60,"Anthony Mcguire",0,Classical,16.76,397,Premium,Medium
258,"Distant Paths (Saga)",61,"Anthony Moody",0,Reggae,14.18,272,Premium,Medium
259,"Neon Paths (Verse)",62,"Anthony Pace",0,Pop,17.15,500,Premium,Medium
260,"Neon Letters (Soundtrack)",63,"Anthony Richardson",0,Classical,15.09,305,Premium,Medium
261,"Silent Rhythms (Memoirs)",64,"Anthony Smith",0,Blues,8.50,355,Medium,Medium
262,"Neon Whispers (Reprise)",65,"Anthony Willis",0,"Hip Hop",14.16,419,Premium,Medium
263,"Fading Rhythms (Soundtrack)",66,"Antonio Miller",0,K-pop,6.82,460,Low,Medium
264,"Crimson Desire (Saga)",67,"April Wheeler DDS",0,K-pop,16.57,232,Premium,Medium
265,"Frost Shadows (Redux)",69,"Arthur Jones",0,"Hip Hop",14.55,284,Premium,Medium
266,"Lunar Lights (Anthology)",70,"Ashley Burton",0,Electronic,11.03,226,Medium,Medium
267,"Infinite Shadows (Verse)",71,"Ashley Harvey",0,Jazz,11.36,310,Medium,Medium
268,"Infinite Echoes",72,"Ashley Nelson",0,"Hip Hop",17.65,422,Premium,Medium
269,"Ocean Rooms (Archives)",73,"Ashley Pierce",0,Reggae,7.41,416,Low,Medium
270,"Moonlit Waves (Archives)",74,"Ashley Simpson",0,Jazz,19.17,235,Premium,Medium
271,"Paper Waves (Tales)",75,"Ashley Stewart",0,K-pop,7.68,167,Low,Low
272,"Ashen Tides (Tales)",76,"Ashley Tucker",0,Country,11.53,211,Medium,Medium
273,"Infinite Rhythms (Vol. II)",77,"Austin Christian",0,Reggae,11.00,176,Medium,Low
274,"Distant Paths (Memoirs)",81,"Becky Weaver",0,Pop,13.81,254,Medium,Medium
275,"Ocean Echoes",82,"Benjamin Blackburn",0,Pop,18.53,503,Premium,High
276,"Frost Rooms (Chronicles)",83,"Benjamin Miller",0,Jazz,18.37,442,Premium,Medium
277,"Wild Shadows (Chronicles)",84,"Beth Warren",0,K-pop,6.43,302,Low,Medium
278,"Wild Whispers (Soundtrack)",85,"Betty Schneider",0,Pop,13.51,272,Medium,Medium
279,"Ashen Rooms (Redux)",86,Beyoncé,1,Reggae,10.22,297,Medium,Medium
280,"Crimson Temples (Reprise)",87,"Bill Grimes",0,Jazz,9.66,456,Medium,Medium
281,"Frost Letters (Tales)",89,"Blake Lee",0,Country,9.68,502,Medium,High
282,"Shattered Roses (Redux)",90,"Blake Martin",0,Rock,14.69,271,Premium,Medium
283,"Electric Dreams",91,"Bonnie Davis",0,Blues,16.45,282,Premium,Medium
284,"Broken Hearts (Chronicles)",92,"Brad Bryan",0,Pop,12.78,365,Medium,Medium
285,"Burning Rhythms (Blueprint)",93,"Brad Fletcher",0,Classical,6.35,289,Low,Medium
286,"Silent Rooms (Tales)",94,"Bradley Hale",0,Jazz,13.40,181,Medium,Low
287,"Electric Horizons (Archives)",95,"Brady Jones",0,Jazz,13.51,407,Medium,Medium
288,"Velvet Visions (Archives)",96,"Brandi Schroeder",0,Blues,12.60,370,Medium,Medium
289,"Wild Lights (Memoirs)",97,"Brandi Stanley",0,Jazz,9.63,320,Medium,Medium
290,"Blazing Confessions (Reprise)",98,"Brandon Sawyer",0,Blues,16.22,276,Premium,Medium
291,"Infinite Reflections (Vol. II)",99,"Brandy Tucker",0,Electronic,14.18,415,Premium,Medium
292,"Moonlit Signals (Tales)",100,"Breanna Phelps",0,"Hip Hop",15.36,461,Premium,Medium
293,"Whisper Lights (Memoirs)",101,"Brenda Wilson",0,"Hip Hop",9.52,311,Medium,Medium
294,"Blazing Echoes (Tales)",102,"Brett Brown",0,Classical,16.66,348,Premium,Medium
295,"Broken Confessions (Diaries)",103,"Brian Day",0,"Hip Hop",8.87,203,Medium,Medium
296,"Sacred Roses (Archives)",104,"Brian Erickson",0,Blues,6.36,458,Low,Medium
297,"Glass Hearts (Verse)",105,"Brian Hill",0,Blues,14.75,372,Premium,Medium
298,"Silent Dreams (Vol. II)",106,"Brian Medina",0,Jazz,9.54,481,Medium,Medium
299,"Distant Hearts (Verse)",107,"Brian Myers",0,Blues,10.04,407,Medium,Medium
300,"Electric Roses (Anthology)",108,"Brian Nicholson",0,K-pop,15.24,388,Premium,Medium
301,"Neon Hearts (Vol. I)",109,"Brian Porter",0,Jazz,13.47,486,Medium,Medium
302,"Frost Stories (Archives)",110,"Brian Reynolds",0,Blues,12.58,187,Medium,Low
303,"Ashen Desire (Saga)",111,"Briana Lambert",0,Reggae,18.08,362,Premium,Medium
304,"Silent Horizons (Memoirs)",112,"Briana Leach",0,Blues,14.40,531,Premium,High
305,"Sapphire Paradise (Soundtrack)",113,"Bridget Lucas",0,"Hip Hop",18.95,232,Premium,Medium
306,"Frost Tides",114,"Brittany Curry",0,Rock,9.81,282,Medium,Medium
307,"Blazing Reflections",115,"Brittany Fuller",0,Reggae,12.16,268,Medium,Medium
308,"Ocean Visions (Saga)",116,"Brittany Martin",0,"Hip Hop",13.56,287,Medium,Medium
309,"Burning Signals (Blueprint)",117,"Brittany Mendez",0,Rock,11.04,239,Medium,Medium
310,"Shattered Hearts (Tales)",118,"Brooke Adams",0,Blues,12.64,429,Medium,Medium
311,"Ocean Echoes (Tales)",119,"Brooke Gibson",0,K-pop,17.90,319,Premium,Medium
312,"Distant Stories (Memoirs)",121,"Bryan Curry",0,Classical,11.65,255,Medium,Medium
313,"Fading Voices (Soundtrack)",122,"Bryan Woods",0,Rock,12.11,498,Medium,Medium
314,"Ocean Voices (Blueprint)",123,"Caleb Johnson",0,Rock,10.85,412,Medium,Medium
315,"Blazing Temples (Sessions)",125,"Carl Duran",0,Rock,9.43,216,Medium,Medium
316,"Radiant Confessions (Saga)",126,"Carla Sanchez",0,Pop,9.07,196,Medium,Low
317,"Crimson Letters (Redux)",127,"Carlos Jackson",0,Blues,17.66,386,Premium,Medium
318,"Crimson Stories (Tales)",128,"Carmen Young",0,Country,10.18,415,Medium,Medium
319,"Sacred Paths (Redux)",129,"Carolyn Day",0,Jazz,12.34,243,Medium,Medium
320,"Distant Paradise (Vol. I)",130,"Carolyn Franco",0,Electronic,11.83,443,Medium,Medium
321,"Broken Shadows (Edition)",131,"Carrie Allen",0,Jazz,16.53,252,Premium,Medium
322,"Paper Shadows (Verse)",132,"Casey Graham",0,Jazz,12.16,386,Medium,Medium
323,"Sacred Confessions (Chronicles)",133,"Cassandra Douglas",0,"Hip Hop",16.98,226,Premium,Medium
